Source,Authors,Title,Year,Source.title,Volume,Issue,Page.start,Page.end,DOI,Link,reviewer1,reviewer2,Include?,Reason,broiler?,Marine,Aquatic,Fish,Chicken,Tadpoles,Hen,Penguin
Scopus,"Pierau, Fr.-K., Wurster, R.D., Neya, T., Yamasato, T., Ulrich, J.",Generation and processing of peripheral temperature signals in mammals,1980,International Journal of Biometeorology,24,3,243,252,10.1007/BF02249793,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019216944&doi=10.1007%2fBF02249793&partnerID=40&md5=3eac4e731c9d8c26fc99cfd183557793,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Casterlin, M.E., Reynolds, W.W.",Diel activity and thermoregulatory behavior of a fully aquatic frog: Xenopus laevis,1980,Hydrobiologia,75,2,189,191,10.1007/BF00007433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250251109&doi=10.1007%2fBF00007433&partnerID=40&md5=04cc77112cebf509c3c74ad78e212322,C,D,No ,Irrelevant (not animals),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
Scopus,"Bech, C., Johansen, K.",Ventilatory and circulatory responses to hyperthermia in the mute swan (Cygnus olor).,1980,Journal of Experimental Biology,88,,195,204,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019075231&partnerID=40&md5=2a88737060d982b367061cee2588bf3c,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Hassan, F., El-Hawary, M.F., Gazawi, A., Anis, A., Wanas, S.",Biochemical properties of Egyptian Cerastes venoms in relation to geographic distribution,1980,Zeitschrift für Ernährungswissenschaft,19,4,259,265,10.1007/BF02023786,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019275194&doi=10.1007%2fBF02023786&partnerID=40&md5=12dcd82aad1989fd5d7aae305f1facac,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Fontaine, Y.A.",The pituitary gonadotropic hormones: Comparative biochemistry and biology; specificity and evolution [LES HORMONES GONADOTROPES DE L'HYPOPHYSE: BIOCHIMIE ET BIOLOGIE COMPAREES; SPECIFICITE ET EVOLUTION],1980,Reproduction Nutrition Developpement,20,2,381,418,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019308424&partnerID=40&md5=b48d2e2899fcea98e8db5118cb9b16d3,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Mountford, K.",Aspects of the ecology of a small estuarine embayment,1980,Marine Biology,61,1,53,67,10.1007/BF00410341,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343069117&doi=10.1007%2fBF00410341&partnerID=40&md5=b41328dd69bcdd1290a1ac9aabff3ff1,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Charnock, J.S., Gibson, R.A., McMurchie, E.J., Raison, J.K.",Changes in the fluidity of myocardial membranes during hibernation: Relationship to myocardial adenosinetriphosphatase activity,1980,Molecular Pharmacology,18,3,476,482,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019174283&partnerID=40&md5=bb901a1ce7596176476c8466ce50b043,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Carey, C.",Adaptation of the avian egg to high altitude,1980,Integrative and Comparative Biology,20,2,449,459,10.1093/icb/20.2.449,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038563305&doi=10.1093%2ficb%2f20.2.449&partnerID=40&md5=1765c0c106c1a46520216bbb78596a6c,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Eatock, R.A., Manley, G.A.",Auditory nerve fibre activity in the Tokay gecko - II. Temperature effect on tuning,1981,Journal of Comparative Physiology ? A,142,2,219,226,10.1007/BF00605740,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001340919&doi=10.1007%2fBF00605740&partnerID=40&md5=4bfaa213202fe54ab6794b16d0479112,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Putnam, R.W., Bennett, A.F.",Thermal dependence of behavioural performance of anuran amphibians,1981,Animal Behaviour,29,2,502,509,10.1016/S0003-3472(81)80111-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000802624&doi=10.1016%2fS0003-3472%2881%2980111-X&partnerID=40&md5=4c13d4ea122d24a40cbb995a7dbc1ae0,A,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Wolfe, J.L., Esher, R.J.",Effects of crude oil on swimming behavior and survival in the rice rat,1981,Environmental Research,26,2,486,489,10.1016/0013-9351(81)90223-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019768734&doi=10.1016%2f0013-9351%2881%2990223-1&partnerID=40&md5=84a98669360459b123f2c8a0ac3fe789,D,A,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Harvey, S., Klandorf, H., Phillips, J.G.","Effect of food or water deprivation on circulating levels of pituitary, thyroid and adrenal hormones and on glucose and electrolyte concentrations in domestic ducks (Anas platyrhynchos)",1981,Journal of Zoology,194,3,341,361,10.1111/j.1469-7998.1981.tb04586.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985321025&doi=10.1111%2fj.1469-7998.1981.tb04586.x&partnerID=40&md5=d56f6c3a4c64f0a0201b3e345906b9a2,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Gaultier, C., Mortola, J.P.",Hering-Breuer inflation reflex in young and adult mammals,1981,Canadian Journal of Physiology and Pharmacology,59,9,1017,1021,10.1139/y81-155,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019377314&doi=10.1139%2fy81-155&partnerID=40&md5=149078d1aaf7834e5e0d44df3e11f089,A,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Lang, J.W.",Thermal preferences of hatchling new Guinea crocodiles: Effects of feeding and ontogeny,1981,Journal of Thermal Biology,6,2,73,78,10.1016/0306-4565(81)90056-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005368922&doi=10.1016%2f0306-4565%2881%2990056-5&partnerID=40&md5=2e95a1939eb5687766119ce09c7ed96b,D,C,No,Irrelevant (incorrect species),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Ogawa, H., Miyak, T., Tamaru, M., Fujimori, K.","The Effect of a New Acaricide, Phenothiocarb (S-(4-phenoxybutyl)N, A-dimethyl thiocarbamate",1981,Applied Entomology and Zoology,16,4,335,344,10.1303/aez.16.335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998379100&doi=10.1303%2faez.16.335&partnerID=40&md5=2e7ac7ec0a8fb38dc9aebf5187c76119,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"James, M.O., Little, P.J.","Polyhalogenated biphenyls and phenobarbital: Evaluation as inducers of drug metabolizing enzymes in the sheepshead, Archosargus probatocephalus",1981,Chemico-Biological Interactions,36,2,229,248,10.1016/0009-2797(81)90022-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019425483&doi=10.1016%2f0009-2797%2881%2990022-3&partnerID=40&md5=9b25f164e9df3f202c1dcd44b4caf61c,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Earle, R.A.","Factors governing avian breeding in acacia savanna, pietermarttzburg, part 1: Extrinsic factors",1981,Ostrich,52,2,65,73,10.1080/00306525.1981.9633587,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038222077&doi=10.1080%2f00306525.1981.9633587&partnerID=40&md5=aefdf59ec85999cbe11dcb68461051df,D,A,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Gaston, A.J.","Seasonal breeding, moulting and weight changes among birds of dry deciduous forest in North India",1981,Journal of Zoology,194,2,219,243,10.1111/j.1469-7998.1981.tb05770.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985321107&doi=10.1111%2fj.1469-7998.1981.tb05770.x&partnerID=40&md5=eeb7f039e3acd5c140e9adb207cebfde,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Ueno, R., Morishita, T., Takahashi, T.",Intracellular Distribution of Enzymes and Particle Properties of Lysosomes in Carp Muscle Tissue,1981,NIPPON SUISAN GAKKAISHI,47,2,207,214,10.2331/suisan.47.207,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008069537&doi=10.2331%2fsuisan.47.207&partnerID=40&md5=251542b6a8d119e16b8a2b7259bb699c,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Buffenstein, R., Louw, G.","Temperature effects on bioenergetics of growth, assimilaton efficiency and thyroid activity in juvenile varand lizards",1982,Journal of Thermal Biology,7,4,197,200,10.1016/0306-4565(82)90024-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020424601&doi=10.1016%2f0306-4565%2882%2990024-9&partnerID=40&md5=002cb87e67216de8a0dc68312440d42e,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Andrews, R.V.",Pharmacological evidence for adrenergic activation of hyperthermic responses associated with psychosocial stimulation,1982,"Comparative Biochemistry and Physiology. Part C, Comparative",71,1,111,114,10.1016/0306-4492(82)90019-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020039051&doi=10.1016%2f0306-4492%2882%2990019-3&partnerID=40&md5=7cb3dcbbdfafebcd1cd73c511decd2ea,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Rattner, B.A.",Diagnosis of anticholinesterase poisoning in birds: Effects of environmental temperature and underfeeding on cholinesterase activity,1982,Environmental Toxicology and Chemistry,1,4,329,335,10.1002/etc.5620010408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0008142141&doi=10.1002%2fetc.5620010408&partnerID=40&md5=4980b90a25c3b8a8a627cd166d21122e,D,A,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Anderson, D.L., Witkowsky, R.D., Gawienowski, A.M.",Effect of gibberellic acid on production characteristics of aged and force molted chickens in cages.,1982,Poultry science,61,8,1660,1666,10.3382/ps.0611660,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020169470&doi=10.3382%2fps.0611660&partnerID=40&md5=bcd4b422d2ab17ebb306b1e31587e1d7,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
Scopus,"Mohamed, M.I., Rahman, T.A.",Effect of cold exposure on brain 5-hydroxytryptamine and 5-hydroxyindoleacetic acid in some vertebrate species,1982,"Comparative Biochemistry and Physiology. Part C, Comparative",73,2,319,322,10.1016/0306-4492(82)90128-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020351203&doi=10.1016%2f0306-4492%2882%2990128-9&partnerID=40&md5=cf6cbcbf42996809a99851f4769fe0f3,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Bell, H.L.",A bird community of new guemean lowland rainforest. 3 vertical distribution of the avifauna,1982,Emu,82,3,143,162,10.1071/MU9820143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020435067&doi=10.1071%2fMU9820143&partnerID=40&md5=c1cb48ab638e2f72e039329c524ae6fd,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Takahashi, K., Jacobson, A.E., Mak, C.-P., Witkop, B., Brossi, A., Albuquerque, E.X., Warnick, J.E., Maleque, M.A., Bavoso, A., Silverton, J.V.",(±)-2-Depentylperhydrohistrionicotoxin: A New Probe for a Regulatory Site on the Nicotinic Acetylcholine Receptor-Channel,1982,Journal of Medicinal Chemistry,25,8,919,925,10.1021/jm00350a007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020336172&doi=10.1021%2fjm00350a007&partnerID=40&md5=53572f0b721c6ffc3940c0e9cbda9496,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Hötker, H., Sudfeldt, C.",Studies of the breeding biology of the Meadow Pipit (Anthus pratensis) [Untersuchungen zur Brutbiologie des Wiesenpiepers (Anthus pratensis)],1982,Journal of Ornithology,123,2,183,201,10.1007/BF01645057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020450089&doi=10.1007%2fBF01645057&partnerID=40&md5=0575363883d533df1eb490c4eb7e582f,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Vignon, J., Vincent, J.-P., Bidard, J.-N., Kamenka, J.-M., Geneste, P., Monier, S., Lazdunski, M.",Biochemical properties of the brain phencyclidine receptor,1982,European Journal of Pharmacology,81,4,531,542,10.1016/0014-2999(82)90342-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019970039&doi=10.1016%2f0014-2999%2882%2990342-9&partnerID=40&md5=1a62e3eee6aeef99bca3b208c57b9c4d,A,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Zwelling, L.A., Michaels, S., Kerrigan, D., Pommier, Y., Kohn, K.W.",Protein-associated deoxyribonucleic acid strand breaks produced in mouse leukemia L1210 cells by ellipticine and 2-methyl-9-hydroxyellipticinium,1982,Biochemical Pharmacology,31,20,3261,3267,10.1016/0006-2952(82)90560-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0019985412&doi=10.1016%2f0006-2952%2882%2990560-3&partnerID=40&md5=019c8f9c26f31a8bf65f7e62cb00e325,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Siegel, H.S., Henken, A.M., Verstegen, M.W., van der Hel, W.",Heat production during the induction of an immune response to sheep red blood cells in growing pullets.,1982,Poultry science,61,11,2296,2300,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020212061&partnerID=40&md5=7d0004aec835ae88937734d82c8f65b1,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Clough, G.",Environmental effects on animals used in biomedical research.,1982,Biological Reviews,57,3,487,523,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020168795&partnerID=40&md5=8bc2fd4c2cd13734a8ba714e503f521f,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Alatalo, R.V.",Effects of temperature on foraging behaviour of small forest birds wintering in northern Finland.,1982,Ornis Fennica,59,1,1,12,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020218335&partnerID=40&md5=11ef83347ac26449ae6214fa1fd5d5b7,D,C,Yes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Livet, H.","The reptile community of a mountain range in Haut-Languedoc, southern France. II. The influence of some environmental factors on reptile distribution.",1982,Terre et la Vie,36,4,603,620,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020430697&partnerID=40&md5=cabf67abe31e14b712f18395d01812fc,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Grabow, W.O.K., Du Randt, W.C., Prozesky, O.W., Scott, W.E.","Microcystis aeruginosa toxin: Cell culture toxicity, hemolysis, and mutagenicity assays",1982,Applied and Environmental Microbiology,43,6,1425,1433,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020315859&partnerID=40&md5=58f80305a36a0dbfb25d687b4d155e84,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Mohamed, M.I., Aly, M.S., Selim, M.F.",Effects of ambient temperature on brain acetylcholinesterase activity and protein content in three Egyptian vertebrates,1983,"Comparative Biochemistry and Physiology. Part C, Comparative",76,1,127,130,10.1016/0742-8413(83)90054-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021026803&doi=10.1016%2f0742-8413%2883%2990054-3&partnerID=40&md5=c2ad34af3cd7930a41e0609b4f7bbbde,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Mason, J.R., Maruniak, J.A.",Behavioral and physiological effects of capsaicin in red-winged blackbirds,1983,"Pharmacology, Biochemistry and Behavior",19,5,857,862,10.1016/0091-3057(83)90093-X,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021022850&doi=10.1016%2f0091-3057%2883%2990093-X&partnerID=40&md5=51c27f0c5b10e20653d642de2a7683be,A,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Komiyama, K., Edanami, K.-I., Tanoh, A., Yamamoto, H., Umezawa, I.",Studies on the biological activity of stubomycin,1983,The Journal of Antibiotics,36,3,301,311,10.7164/antibiotics.36.301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020539450&doi=10.7164%2fantibiotics.36.301&partnerID=40&md5=655eb85cb98a2ab0fb77e7c923e2307e,D,A,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Akiba, Y., Takahashi, K., Kimura, M., Hirama, S.I., Matsumoto, T.","The Influence Of Environmental Temperature, Thyroid Status And A Synthetic Oestrogen On The Induction Of Fatty Livers In Chicks",1983,British Poultry Science,24,1,71,80,10.1080/00071668308416715,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020648877&doi=10.1080%2f00071668308416715&partnerID=40&md5=580518703964a958afd982f00524b36c,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Rosowsky, A., Forsch, R., Uren, J., Wick, M., Kumar, A.A., Freisheim, J.H.","Methotrexate Analogues. 20. Replacement of Glutamate by Longer-Chain Amino Diacids: Effects on Dihydrofolate Reductase Inhibition, Cytotoxicity, and in Vivo Antitumor Activity",1983,Journal of Medicinal Chemistry,26,12,1719,1724,10.1021/jm00366a012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021087845&doi=10.1021%2fjm00366a012&partnerID=40&md5=c9cee6cd7959a60588e7a89e972bb13f,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"KNEE, C.",Squirrel energetics,1983,Mammal Review,13,02-Apr,113,122,10.1111/j.1365-2907.1983.tb00272.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982607462&doi=10.1111%2fj.1365-2907.1983.tb00272.x&partnerID=40&md5=6084054d9c60b467fd78289b27268d33,D,A,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Weiss, B., Hui, K.S., Hui, M., Lajtha, A.",Effect of bestatin analogues and other compounds on enkephalin hydrolysis by an aminopeptidase from the mesophiles pseudomonas SP ATCC 11299A and Chromobacterium violaceum ATCC 12540,1983,Research Communications in Chemical Pathology and Pharmacology,39,3,463,475,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020630180&partnerID=40&md5=2a4b79dcc2f93a91603a4584806e0d8b,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Albers, P.H., Heinz, G.H.",FLIT-MLO and No. 2 fuel oil: Effects of aerosol applications to mallard eggs on hatchability and behavior of ducklings,1983,Environmental Research,30,2,381,388,10.1016/0013-9351(83)90223-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0020641328&doi=10.1016%2f0013-9351%2883%2990223-2&partnerID=40&md5=6dbdaf6ddc76557cbdf18d34273bdf4c,C,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Kühlhorn, F.","On the knowledge of the culex pipiens-group (Dipt., Culicidae) in upper Bavaria. 1. Systematics, distribution and blood sucking [Zur Kenntnis der Culex pipiens-Gruppe (Dipt., Culicidae) im bayerischen Alpenvorland 1. Systematik, Verbreitung und Blutsaugen]",1983,Anzeiger für Schädlingskunde Pflanzenschutz Umweltschutz,56,2,29,34,10.1007/BF01905985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250151813&doi=10.1007%2fBF01905985&partnerID=40&md5=598783f8d17a9abcc748f2a6c17a7558,A,D,No,Irrelevant (incorrect species),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"McKaye, K.R.","Ecology and breeding behavior of a cichlid fish, Cyrtocara eucinostomus, on a large lek in Lake Malawi, Africa",1983,Environmental Biology of Fishes,8,2,81,96,10.1007/BF00005175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021032311&doi=10.1007%2fBF00005175&partnerID=40&md5=3f53a652a1d0992e948d6563c86e5c1d,D,C,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
Scopus,"Orchard, V.A., Corderoy, D.M.",Influence of environmental factors on the decomposition of penguin guano in Antarctica,1983,Polar Biology,1,4,199,204,10.1007/BF00443188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000477301&doi=10.1007%2fBF00443188&partnerID=40&md5=20c3bd5081ad42a445c4e94e4d9c00ff,A,D,No,Irrelevant (incorrect species),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Scopus,"Reinertsen, R.E., Haftorn, S.",Nocturnal hypothermia and metabolism in the Willow Tit Parus montanus at 63° N,1983,Journal of Comparative Physiology ? B,151,2,109,118,10.1007/BF00689908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002516262&doi=10.1007%2fBF00689908&partnerID=40&md5=ebea25c697b675b44fa5c4c26b41ce42,C,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Regelmann, K., Curio, E.",Determinants of brood defence in the great tit Parus major L.,1983,Behavioral Ecology and Sociobiology,13,2,131,145,10.1007/BF00293803,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000365992&doi=10.1007%2fBF00293803&partnerID=40&md5=5639ccc4494752fc43923f6ce7aebf72,C,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Segawa, T., Nomura, Y., Nishio, H., Nakata, Y.","Pharmacological activities of (RS)-?-cyano-3-phenoxybenzyl (1R)-cis, trans-chrysanthemate (S-2703 forte)",1983,Pharmacometrics,26,4,613,625,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021031565&partnerID=40&md5=9e14aac50553a892e45064168a1c8eba,C,D,No,Irrelevant (not animals),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Wingfield, J.C.",Influence of weather on reproduction,1984,Journal of Experimental Zoology,232,3,589,594,10.1002/jez.1402320327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021687415&doi=10.1002%2fjez.1402320327&partnerID=40&md5=d076d778a94dad78a89ca822bc271e46,C,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Sharp, P.J.",Combined effects of temperature and salinity on sexual reproduction and colonial growth of Botryllus Schlosseri (Tunicata),1984,Bolletino di zoologia,51,03-Apr,395,403,10.1080/11250008409439481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954946686&doi=10.1080%2f11250008409439481&partnerID=40&md5=55066bca56ea8c45e7a147d545d92418,C,D,No,Irrelevant (incorrect species),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Nemeroff, C.B., Kalivas, P.W., Golden, R.N., Prange Jr., A.J.","Behavioral effects of hypothalamic hypophysiotropic hormones, neurotensin, substance P and other neuropeptides",1984,Pharmacology and Therapeutics,24,1,1,56,10.1016/0163-7258(84)90027-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021250115&doi=10.1016%2f0163-7258%2884%2990027-5&partnerID=40&md5=9e6297cbc3574786962762c902620ead,A,D,No,Irrelevant (not temperature),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"NEAL, B.R.","Relationship between feeding habits, climate and reproduction of small mammals in Meru National Park, Kenya",1984,African Journal of Ecology,22,3,195,205,10.1111/j.1365-2028.1984.tb00695.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021613169&doi=10.1111%2fj.1365-2028.1984.tb00695.x&partnerID=40&md5=dc04067ff1932ec0f1292547a31daf59,A,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Hogstad, O.","Variation in numbers, territoriality and flock size of a Goldcrest Regulus regulus population in winter",1984,Ibis,126,3,296,306,10.1111/j.1474-919X.1984.tb00252.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021533772&doi=10.1111%2fj.1474-919X.1984.tb00252.x&partnerID=40&md5=8444d303fb9badeb95638c6d3948c4e2,D,C,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Tingari, M.D., Ramos, A.S., Gaili, E.S.E.",Morphology of the testis of the one-humped camel in relation to reproductive activity,1984,Journal of Anatomy,139,1,133,143,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021189332&partnerID=40&md5=228ae03237d4b4c6dd5cf9fbc38ae793,C,D,No,Irrelevant (not behaviour),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"Drent, R.H., Tinbergen, J.M., Biebach, H.","Incubation in the Starling, Sturnus Vulgaris·. Resolution of the Conflict between Egg Care and Foraging",1984,Netherlands Journal of Zoology,35,01-Feb,103,123,10.1163/002829685X00091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0022232343&doi=10.1163%2f002829685X00091&partnerID=40&md5=1d78dadb55a0bf6253d9d748818c6cbc,C,D,Maybe,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scopus,"King, D.J., Azari, M.R., Wiseman, A.","Studies on the properties of highly purified cytochrome p-448 and its dependent activity benzo[a]pyrene hydroxylase, from saccharomyces cerevisiae",1984,Xenobiotica,14,01-Feb,187,206,10.3109/00498258409151405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021354546&doi=10.3109%2f00498258409151405&partnerID=40&md5=8715a2c60336236d7dfffe61b873e676,C,D,No,Irrelevant (not animals),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
